Date;Filière;Valeur (TWh);Nature
2013-01;"Fossil-fired thermal";6,301;Données Consolidées
2013-02;"Fossil-fired thermal";6,357;Données Consolidées
2013-03;"Fossil-fired thermal";6,27;Données Consolidées
2013-04;"Fossil-fired thermal";2,984;Données Consolidées
2013-05;"Fossil-fired thermal";1,403;Données Consolidées
2013-06;"Fossil-fired thermal";1,111;Données Consolidées
2013-07;"Fossil-fired thermal";1,636;Données Consolidées
2013-08;"Fossil-fired thermal";2,044;Données Consolidées
2013-09;"Fossil-fired thermal";2,784;Données Consolidées
2013-10;"Fossil-fired thermal";3,262;Données Consolidées
2013-11;"Fossil-fired thermal";4,877;Données Consolidées
2013-12;"Fossil-fired thermal";4,545;Données Consolidées
2014-01;"Fossil-fired thermal";3,031036455326;Données Consolidées
2014-02;"Fossil-fired thermal";2,568259110702;Données Consolidées
2014-03;"Fossil-fired thermal";2,828384576444;Données Consolidées
2014-04;"Fossil-fired thermal";1,420471014812;Données Consolidées
2014-05;"Fossil-fired thermal";0,992956036576;Données Consolidées
2014-06;"Fossil-fired thermal";0,945437272781;Données Consolidées
2014-07;"Fossil-fired thermal";0,763274370493;Données Consolidées
2014-08;"Fossil-fired thermal";0,710829141871;Données Consolidées
2014-09;"Fossil-fired thermal";1,41169106667;Données Consolidées
2014-10;"Fossil-fired thermal";2,292971383664;Données Consolidées
2014-11;"Fossil-fired thermal";3,397546912293;Données Consolidées
2014-12;"Fossil-fired thermal";4,200233262642;Données Consolidées
2015-01;"Fossil-fired thermal";4,869986476053;Données Consolidées
2015-02;"Fossil-fired thermal";5,214106427762;Données Consolidées
2015-03;"Fossil-fired thermal";3,885938460564;Données Consolidées
2015-04;"Fossil-fired thermal";1,624110893472;Données Consolidées
2015-05;"Fossil-fired thermal";0,64606084349;Données Consolidées
2015-06;"Fossil-fired thermal";0,662620429065;Données Consolidées
2015-07;"Fossil-fired thermal";1,281780575965;Données Consolidées
2015-08;"Fossil-fired thermal";0,772283616236;Données Consolidées
2015-09;"Fossil-fired thermal";1,852320676428;Données Consolidées
2015-10;"Fossil-fired thermal";3,60118739842;Données Consolidées
2015-11;"Fossil-fired thermal";4,526587240558;Données Consolidées
2015-12;"Fossil-fired thermal";4,016715120561;Données Consolidées
2016-01;"Fossil-fired thermal";4,744941851532;Données Consolidées
2016-02;"Fossil-fired thermal";3,615089859457;Données Consolidées
2016-03;"Fossil-fired thermal";4,282939664031;Données Consolidées
2016-04;"Fossil-fired thermal";2,440553177383;Données Consolidées
2016-05;"Fossil-fired thermal";1,424441904588;Données Consolidées
2016-06;"Fossil-fired thermal";1,535689340251;Données Consolidées
2016-07;"Fossil-fired thermal";1,939086765795;Données Consolidées
2016-08;"Fossil-fired thermal";2,049883270126;Données Consolidées
2016-09;"Fossil-fired thermal";4,050257085527;Données Consolidées
2016-10;"Fossil-fired thermal";4,98689238224;Données Consolidées
2016-11;"Fossil-fired thermal";6,562800410166;Données Consolidées
2016-12;"Fossil-fired thermal";7,323001628921;Données Consolidées
2017-01;"Fossil-fired thermal";8,220892922522;Données Consolidées
2017-02;"Fossil-fired thermal";6,028121460713;Données Consolidées
2017-03;"Fossil-fired thermal";5,037282128241;Données Consolidées
2017-04;"Fossil-fired thermal";3,332171017118;Données Consolidées
2017-05;"Fossil-fired thermal";2,316223092961;Données Consolidées
2017-06;"Fossil-fired thermal";1,983179168839;Données Consolidées
2017-07;"Fossil-fired thermal";3,199383468944;Données Consolidées
2017-08;"Fossil-fired thermal";1,959994863023;Données Consolidées
2017-09;"Fossil-fired thermal";2,924436955189;Données Consolidées
2017-10;"Fossil-fired thermal";5,293818790815;Données Consolidées
2017-11;"Fossil-fired thermal";6,98554688706;Données Consolidées
2017-12;"Fossil-fired thermal";6,022352855627;Données Consolidées
2018-01;"Fossil-fired thermal";3,497715921655;Données Consolidées
2018-02;"Fossil-fired thermal";6,014648551305;Données Consolidées
2018-03;"Fossil-fired thermal";4,895375951074;Données Consolidées
2018-04;"Fossil-fired thermal";1,168483412821;Données Consolidées
2018-05;"Fossil-fired thermal";0,835805312102;Données Consolidées
2018-06;"Fossil-fired thermal";1,094353229668;Données Consolidées
2018-07;"Fossil-fired thermal";2,631244530359;Données Consolidées
2018-08;"Fossil-fired thermal";2,488822645551;Données Consolidées
2018-09;"Fossil-fired thermal";2,107842586791;Données Consolidées
2018-10;"Fossil-fired thermal";3,68362699946;Données Consolidées
2018-11;"Fossil-fired thermal";5,549303427153;Données Consolidées
2018-12;"Fossil-fired thermal";4,456816044122;Données Consolidées
2019-01;"Fossil-fired thermal";6,393997609342;Données Consolidées
2019-02;"Fossil-fired thermal";4,826807774126;Données Consolidées
2019-03;"Fossil-fired thermal";3,327788290691;Données Consolidées
2019-04;"Fossil-fired thermal";2,227045804633;Données Consolidées
2019-05;"Fossil-fired thermal";1,982480418512;Données Consolidées
2019-06;"Fossil-fired thermal";1,775776041788;Données Consolidées
2019-07;"Fossil-fired thermal";2,896632584273;Données Consolidées
2019-08;"Fossil-fired thermal";2,176379720668;Données Consolidées
2019-09;"Fossil-fired thermal";2,859591433062;Données Consolidées
2019-10;"Fossil-fired thermal";3,210529623007;Données Consolidées
2019-11;"Fossil-fired thermal";5,626562604356;Données Consolidées
2019-12;"Fossil-fired thermal";4,369663669922;Données Consolidées
2020-01;"Fossil-fired thermal";5,481893216422;Données Consolidées
2020-02;"Fossil-fired thermal";3,83130055561;Données Consolidées
2020-03;"Fossil-fired thermal";3,620279066553;Données Consolidées
2020-04;"Fossil-fired thermal";0,589876631878;Données Consolidées
2020-05;"Fossil-fired thermal";1,220986442897;Données Consolidées
2020-06;"Fossil-fired thermal";2,484504562487;Données Consolidées
2020-07;"Fossil-fired thermal";2,757088254586;Données Consolidées
2020-08;"Fossil-fired thermal";2,634760710316;Données Consolidées
2020-09;"Fossil-fired thermal";2,955045314075;Données Consolidées
2020-10;"Fossil-fired thermal";2,473344818493;Données Consolidées
2020-11;"Fossil-fired thermal";4,430725578079;Données Consolidées
2020-12;"Fossil-fired thermal";4,858109371894;Données Consolidées
2021-01;"Fossil-fired thermal";5,683629307223;Données Consolidées
2021-02;"Fossil-fired thermal";4,057001587938;Données Consolidées
2021-03;"Fossil-fired thermal";4,14582038047;Données Consolidées
2021-04;"Fossil-fired thermal";3,046664621832;Données Consolidées
2021-05;"Fossil-fired thermal";1,223427152637;Données Consolidées
2021-06;"Fossil-fired thermal";1,550097923389;Données Consolidées
2021-07;"Fossil-fired thermal";1,597711533925;Données Consolidées
2021-08;"Fossil-fired thermal";0,954526661505;Données Consolidées
2021-09;"Fossil-fired thermal";2,1939736862;Données Consolidées
2021-10;"Fossil-fired thermal";2,583131013745;Données Consolidées
2021-11;"Fossil-fired thermal";5,768427379682;Données Consolidées
2021-12;"Fossil-fired thermal";5,770346730003;Données Consolidées
2022-01;"Fossil-fired thermal";6,25418863829;Données Consolidées
2022-02;"Fossil-fired thermal";4,488470644628;Données Consolidées
2022-03;"Fossil-fired thermal";5,301606803716;Données Consolidées
2022-04;"Fossil-fired thermal";3,494579224818;Données Consolidées
2022-05;"Fossil-fired thermal";2,946458446716;Données Consolidées
2022-06;"Fossil-fired thermal";2,558150776654;Données Consolidées
2022-07;"Fossil-fired thermal";3,243395850041;Données Consolidées
2022-08;"Fossil-fired thermal";3,021872892094;Données Consolidées
2022-09;"Fossil-fired thermal";3,333845256274;Données Consolidées
2022-10;"Fossil-fired thermal";3,862650212112;Données Consolidées
2022-11;"Fossil-fired thermal";4,693802821194;Données Consolidées
2022-12;"Fossil-fired thermal";5,84807724612;Données Consolidées
2023-01;"Fossil-fired thermal";4,582991982806;Données Consolidées
2023-02;"Fossil-fired thermal";5,278465377112;Données Consolidées
2023-03;"Fossil-fired thermal";3,821189704592;Données Consolidées
2023-04;"Fossil-fired thermal";2,028685802698;Données Consolidées
2023-05;"Fossil-fired thermal";1,319315631095;Données Consolidées
2023-06;"Fossil-fired thermal";1,85899012032;Données Consolidées
2023-07;"Fossil-fired thermal";1,946212886425;Données Consolidées
2023-08;"Fossil-fired thermal";1,816519641788;Données Consolidées
2023-09;"Fossil-fired thermal";1,438955955187;Données Consolidées
2023-10;"Fossil-fired thermal";1,364817552209;Données Consolidées
2023-11;"Fossil-fired thermal";2,885401532267;Données Consolidées
2023-12;"Fossil-fired thermal";3,350399436934;Données Consolidées
2024-01;"Fossil-fired thermal";4,11908633814;Données Consolidées
2024-02;"Fossil-fired thermal";2,687895955708;Données Consolidées
2024-03;"Fossil-fired thermal";2,470488039392;Données Consolidées
2024-04;"Fossil-fired thermal";0,68645796679;Données Consolidées
2024-05;"Fossil-fired thermal";0,446082773814;Données Consolidées
2024-06;"Fossil-fired thermal";0,529339028875;Données Consolidées
2024-07;"Fossil-fired thermal";0,770995347674;Données Consolidées
2024-08;"Fossil-fired thermal";0,800516086623;Données Consolidées
2024-09;"Fossil-fired thermal";0,880162690543;Données Consolidées
2024-10;"Fossil-fired thermal";0,798848571085;Données Consolidées
2024-11;"Fossil-fired thermal";2,94118681298;Données Consolidées
2024-12;"Fossil-fired thermal";2,851196192944;Données Consolidées
2025-01;"Fossil-fired thermal";3,340423376034;Données Consolidées
2025-02;"Fossil-fired thermal";3,096863941531;Données Consolidées
2025-03;"Fossil-fired thermal";2,1575067003;Données Consolidées
2025-04;"Fossil-fired thermal";0,62402227149;Données Consolidées
2025-05;"Fossil-fired thermal";0,396904194289;Données Consolidées
2025-06;"Fossil-fired thermal";0,688047419468;Données Consolidées
2025-07;"Fossil-fired thermal";0,982782344934;Données Consolidées
2025-08;"Fossil-fired thermal";0,965902267229;Données Consolidées
2025-09;"Fossil-fired thermal";0,51399916223;Données Consolidées
2025-10;"Fossil-fired thermal";1,200746362272;Données Consolidées
2025-11;"Fossil-fired thermal";2,092363028439;Données Consolidées
2025-12;"Fossil-fired thermal";2,599479181446;Données Consolidées
2026-01;"Fossil-fired thermal";4,207207757905;Données Consolidées
2026-02;"Fossil-fired thermal";1,403167;Données provisoires
1995-01;"Renewable thermal and waste";0;Données Consolidées
1995-02;"Renewable thermal and waste";0;Données Consolidées
1995-03;"Renewable thermal and waste";0;Données Consolidées
1995-04;"Renewable thermal and waste";0;Données Consolidées
1995-05;"Renewable thermal and waste";0;Données Consolidées
1995-06;"Renewable thermal and waste";0;Données Consolidées
1995-07;"Renewable thermal and waste";0;Données Consolidées
1995-08;"Renewable thermal and waste";0;Données Consolidées
1995-09;"Renewable thermal and waste";0;Données Consolidées
1995-10;"Renewable thermal and waste";0;Données Consolidées
1995-11;"Renewable thermal and waste";0;Données Consolidées
1995-12;"Renewable thermal and waste";0;Données Consolidées
1996-01;"Renewable thermal and waste";0;Données Consolidées
1996-02;"Renewable thermal and waste";0;Données Consolidées
1996-03;"Renewable thermal and waste";0;Données Consolidées
1996-04;"Renewable thermal and waste";0;Données Consolidées
1996-05;"Renewable thermal and waste";0;Données Consolidées
1996-06;"Renewable thermal and waste";0;Données Consolidées
1996-07;"Renewable thermal and waste";0;Données Consolidées
1996-08;"Renewable thermal and waste";0;Données Consolidées
1996-09;"Renewable thermal and waste";0;Données Consolidées
1996-10;"Renewable thermal and waste";0;Données Consolidées
1996-11;"Renewable thermal and waste";0;Données Consolidées
1996-12;"Renewable thermal and waste";0;Données Consolidées
1997-01;"Renewable thermal and waste";0;Données Consolidées
1997-02;"Renewable thermal and waste";0;Données Consolidées
1997-03;"Renewable thermal and waste";0;Données Consolidées
1997-04;"Renewable thermal and waste";0;Données Consolidées
1997-05;"Renewable thermal and waste";0;Données Consolidées
1997-06;"Renewable thermal and waste";0;Données Consolidées
1997-07;"Renewable thermal and waste";0;Données Consolidées
1997-08;"Renewable thermal and waste";0;Données Consolidées
1997-09;"Renewable thermal and waste";0;Données Consolidées
1997-10;"Renewable thermal and waste";0;Données Consolidées
1997-11;"Renewable thermal and waste";0;Données Consolidées
1997-12;"Renewable thermal and waste";0;Données Consolidées
1998-01;"Renewable thermal and waste";0;Données Consolidées
1998-02;"Renewable thermal and waste";0;Données Consolidées
1998-03;"Renewable thermal and waste";0;Données Consolidées
1998-04;"Renewable thermal and waste";0;Données Consolidées
1998-05;"Renewable thermal and waste";0;Données Consolidées
1998-06;"Renewable thermal and waste";0;Données Consolidées
1998-07;"Renewable thermal and waste";0;Données Consolidées
1998-08;"Renewable thermal and waste";0;Données Consolidées
1998-09;"Renewable thermal and waste";0;Données Consolidées
1998-10;"Renewable thermal and waste";0;Données Consolidées
1998-11;"Renewable thermal and waste";0;Données Consolidées
1998-12;"Renewable thermal and waste";0;Données Consolidées
1999-01;"Renewable thermal and waste";0;Données Consolidées
1999-02;"Renewable thermal and waste";0;Données Consolidées
1999-03;"Renewable thermal and waste";0;Données Consolidées
1999-04;"Renewable thermal and waste";0;Données Consolidées
1999-05;"Renewable thermal and waste";0;Données Consolidées
1999-06;"Renewable thermal and waste";0;Données Consolidées
1999-07;"Renewable thermal and waste";0;Données Consolidées
1999-08;"Renewable thermal and waste";0;Données Consolidées
1999-09;"Renewable thermal and waste";0;Données Consolidées
1999-10;"Renewable thermal and waste";0;Données Consolidées
1999-11;"Renewable thermal and waste";0;Données Consolidées
1999-12;"Renewable thermal and waste";0;Données Consolidées
2000-01;"Renewable thermal and waste";0;Données Consolidées
2000-02;"Renewable thermal and waste";0;Données Consolidées
2000-03;"Renewable thermal and waste";0;Données Consolidées
2000-04;"Renewable thermal and waste";0;Données Consolidées
2000-05;"Renewable thermal and waste";0;Données Consolidées
2000-06;"Renewable thermal and waste";0;Données Consolidées
2000-07;"Renewable thermal and waste";0;Données Consolidées
2000-08;"Renewable thermal and waste";0;Données Consolidées
2000-09;"Renewable thermal and waste";0;Données Consolidées
2000-10;"Renewable thermal and waste";0;Données Consolidées
2000-11;"Renewable thermal and waste";0;Données Consolidées
2000-12;"Renewable thermal and waste";0;Données Consolidées
2001-01;"Renewable thermal and waste";0,193;Données Consolidées
2001-02;"Renewable thermal and waste";0,187;Données Consolidées
2001-03;"Renewable thermal and waste";0,204;Données Consolidées
2001-04;"Renewable thermal and waste";0,148;Données Consolidées
2001-05;"Renewable thermal and waste";0,171;Données Consolidées
2001-06;"Renewable thermal and waste";0,181;Données Consolidées
2001-07;"Renewable thermal and waste";0,213;Données Consolidées
2001-08;"Renewable thermal and waste";0,174;Données Consolidées
2001-09;"Renewable thermal and waste";0,171;Données Consolidées
2001-10;"Renewable thermal and waste";0,198;Données Consolidées
2001-11;"Renewable thermal and waste";0,19;Données Consolidées
2001-12;"Renewable thermal and waste";0,184;Données Consolidées
2002-01;"Renewable thermal and waste";0,228;Données Consolidées
2002-02;"Renewable thermal and waste";0,215;Données Consolidées
2002-03;"Renewable thermal and waste";0,249;Données Consolidées
2002-04;"Renewable thermal and waste";0,22;Données Consolidées
2002-05;"Renewable thermal and waste";0,214;Données Consolidées
2002-06;"Renewable thermal and waste";0,186;Données Consolidées
2002-07;"Renewable thermal and waste";0,247;Données Consolidées
2002-08;"Renewable thermal and waste";0,215;Données Consolidées
2002-09;"Renewable thermal and waste";0,222;Données Consolidées
2002-10;"Renewable thermal and waste";0,214;Données Consolidées
2002-11;"Renewable thermal and waste";0,26;Données Consolidées
2002-12;"Renewable thermal and waste";0,252;Données Consolidées
2003-01;"Renewable thermal and waste";0,238;Données Consolidées
2003-02;"Renewable thermal and waste";0,212;Données Consolidées
2003-03;"Renewable thermal and waste";0,2687;Données Consolidées
2003-04;"Renewable thermal and waste";0,21251;Données Consolidées
2003-05;"Renewable thermal and waste";0,2205;Données Consolidées
2003-06;"Renewable thermal and waste";0,2;Données Consolidées
2003-07;"Renewable thermal and waste";0,2265;Données Consolidées
2003-08;"Renewable thermal and waste";0,1955;Données Consolidées
2003-09;"Renewable thermal and waste";0,218;Données Consolidées
2003-10;"Renewable thermal and waste";0,2146;Données Consolidées
2003-11;"Renewable thermal and waste";0,266;Données Consolidées
2003-12;"Renewable thermal and waste";0,254;Données Consolidées
2004-01;"Renewable thermal and waste";0,288;Données Consolidées
2004-02;"Renewable thermal and waste";0,268;Données Consolidées
2004-03;"Renewable thermal and waste";0,293;Données Consolidées
2004-04;"Renewable thermal and waste";0,266;Données Consolidées
2004-05;"Renewable thermal and waste";0,273;Données Consolidées
2004-06;"Renewable thermal and waste";0,235;Données Consolidées
2004-07;"Renewable thermal and waste";0,274;Données Consolidées
2004-08;"Renewable thermal and waste";0,246;Données Consolidées
2004-09;"Renewable thermal and waste";0,243;Données Consolidées
2004-10;"Renewable thermal and waste";0,257;Données Consolidées
2004-11;"Renewable thermal and waste";0,312;Données Consolidées
2004-12;"Renewable thermal and waste";0,314;Données Consolidées
2005-01;"Renewable thermal and waste";0,314;Données Consolidées
2005-02;"Renewable thermal and waste";0,284;Données Consolidées
2005-03;"Renewable thermal and waste";0,317;Données Consolidées
2005-04;"Renewable thermal and waste";0,258;Données Consolidées
2005-05;"Renewable thermal and waste";0,29;Données Consolidées
2005-06;"Renewable thermal and waste";0,254;Données Consolidées
2005-07;"Renewable thermal and waste";0,299;Données Consolidées
2005-08;"Renewable thermal and waste";0,266;Données Consolidées
2005-09;"Renewable thermal and waste";0,255;Données Consolidées
2005-10;"Renewable thermal and waste";0,235;Données Consolidées
2005-11;"Renewable thermal and waste";0,283;Données Consolidées
2005-12;"Renewable thermal and waste";0,282;Données Consolidées
2006-01;"Renewable thermal and waste";0,31;Données Consolidées
2006-02;"Renewable thermal and waste";0,284;Données Consolidées
2006-03;"Renewable thermal and waste";0,297;Données Consolidées
2006-04;"Renewable thermal and waste";0,242;Données Consolidées
2006-05;"Renewable thermal and waste";0,281;Données Consolidées
2006-06;"Renewable thermal and waste";0,227;Données Consolidées
2006-07;"Renewable thermal and waste";0,249;Données Consolidées
2006-08;"Renewable thermal and waste";0,279;Données Consolidées
2006-09;"Renewable thermal and waste";0,248;Données Consolidées
2006-10;"Renewable thermal and waste";0,268;Données Consolidées
2006-11;"Renewable thermal and waste";0,32;Données Consolidées
2006-12;"Renewable thermal and waste";0,34;Données Consolidées
2007-01;"Renewable thermal and waste";0,351;Données Consolidées
2007-02;"Renewable thermal and waste";0,312;Données Consolidées
2007-03;"Renewable thermal and waste";0,343;Données Consolidées
2007-04;"Renewable thermal and waste";0,281;Données Consolidées
2007-05;"Renewable thermal and waste";0,301;Données Consolidées
2007-06;"Renewable thermal and waste";0,278;Données Consolidées
2007-07;"Renewable thermal and waste";0,335;Données Consolidées
2007-08;"Renewable thermal and waste";0,309;Données Consolidées
2007-09;"Renewable thermal and waste";0,294;Données Consolidées
2007-10;"Renewable thermal and waste";0,274;Données Consolidées
2007-11;"Renewable thermal and waste";0,352;Données Consolidées
2007-12;"Renewable thermal and waste";0,359;Données Consolidées
2008-01;"Renewable thermal and waste";0,381;Données Consolidées
2008-02;"Renewable thermal and waste";0,356;Données Consolidées
2008-03;"Renewable thermal and waste";0,392;Données Consolidées
2008-04;"Renewable thermal and waste";0,311;Données Consolidées
2008-05;"Renewable thermal and waste";0,343;Données Consolidées
2008-06;"Renewable thermal and waste";0,306;Données Consolidées
2008-07;"Renewable thermal and waste";0,344;Données Consolidées
2008-08;"Renewable thermal and waste";0,344;Données Consolidées
2008-09;"Renewable thermal and waste";0,304;Données Consolidées
2008-10;"Renewable thermal and waste";0,302;Données Consolidées
2008-11;"Renewable thermal and waste";0,373;Données Consolidées
2008-12;"Renewable thermal and waste";0,365;Données Consolidées
2009-01;"Renewable thermal and waste";0,378;Données Consolidées
2009-02;"Renewable thermal and waste";0,351;Données Consolidées
2009-03;"Renewable thermal and waste";0,374;Données Consolidées
2009-04;"Renewable thermal and waste";0,289;Données Consolidées
2009-05;"Renewable thermal and waste";0,374;Données Consolidées
2009-06;"Renewable thermal and waste";0,333;Données Consolidées
2009-07;"Renewable thermal and waste";0,383;Données Consolidées
2009-08;"Renewable thermal and waste";0,372;Données Consolidées
2009-09;"Renewable thermal and waste";0,332;Données Consolidées
2009-10;"Renewable thermal and waste";0,339;Données Consolidées
2009-11;"Renewable thermal and waste";0,408;Données Consolidées
2009-12;"Renewable thermal and waste";0,411;Données Consolidées
2010-01;"Renewable thermal and waste";0,423;Données Consolidées
2010-02;"Renewable thermal and waste";0,387;Données Consolidées
2010-03;"Renewable thermal and waste";0,428;Données Consolidées
2010-04;"Renewable thermal and waste";0,37;Données Consolidées
2010-05;"Renewable thermal and waste";0,407;Données Consolidées
2010-06;"Renewable thermal and waste";0,377;Données Consolidées
2010-07;"Renewable thermal and waste";0,4;Données Consolidées
2010-08;"Renewable thermal and waste";0,422;Données Consolidées
2010-09;"Renewable thermal and waste";0,359;Données Consolidées
2010-10;"Renewable thermal and waste";0,361;Données Consolidées
2010-11;"Renewable thermal and waste";0,456;Données Consolidées
2010-12;"Renewable thermal and waste";0,462;Données Consolidées
2011-01;"Renewable thermal and waste";0,477;Données Consolidées
2011-02;"Renewable thermal and waste";0,433;Données Consolidées
2011-03;"Renewable thermal and waste";0,51;Données Consolidées
2011-04;"Renewable thermal and waste";0,413;Données Consolidées
2011-05;"Renewable thermal and waste";0,426;Données Consolidées
2011-06;"Renewable thermal and waste";0,421;Données Consolidées
2011-07;"Renewable thermal and waste";0,484;Données Consolidées
2011-08;"Renewable thermal and waste";0,48;Données Consolidées
2011-09;"Renewable thermal and waste";0,418;Données Consolidées
2011-10;"Renewable thermal and waste";0,404;Données Consolidées
2011-11;"Renewable thermal and waste";0,488;Données Consolidées
2011-12;"Renewable thermal and waste";0,51;Données Consolidées
2012-01;"Renewable thermal and waste";0,514;Données Consolidées
2012-02;"Renewable thermal and waste";0,454;Données Consolidées
2012-03;"Renewable thermal and waste";0,531;Données Consolidées
2012-04;"Renewable thermal and waste";0,405;Données Consolidées
2012-05;"Renewable thermal and waste";0,469;Données Consolidées
2012-06;"Renewable thermal and waste";0,436;Données Consolidées
2012-07;"Renewable thermal and waste";0,514;Données Consolidées
2012-08;"Renewable thermal and waste";0,486;Données Consolidées
2012-09;"Renewable thermal and waste";0,47;Données Consolidées
2012-10;"Renewable thermal and waste";0,449;Données Consolidées
2012-11;"Renewable thermal and waste";0,515;Données Consolidées
2012-12;"Renewable thermal and waste";0,525;Données Consolidées
2013-01;"Renewable thermal and waste";0,654;Données Consolidées
2013-02;"Renewable thermal and waste";0,595;Données Consolidées
2013-03;"Renewable thermal and waste";0,642;Données Consolidées
2013-04;"Renewable thermal and waste";0,469;Données Consolidées
2013-05;"Renewable thermal and waste";0,537;Données Consolidées
2013-06;"Renewable thermal and waste";0,508;Données Consolidées
2013-07;"Renewable thermal and waste";0,577;Données Consolidées
2013-08;"Renewable thermal and waste";0,584;Données Consolidées
2013-09;"Renewable thermal and waste";0,525;Données Consolidées
2013-10;"Renewable thermal and waste";0,607;Données Consolidées
2013-11;"Renewable thermal and waste";0,663;Données Consolidées
2013-12;"Renewable thermal and waste";0,68;Données Consolidées
2014-01;"Renewable thermal and waste";0,62317750476;Données Consolidées
2014-02;"Renewable thermal and waste";0,571703454394;Données Consolidées
2014-03;"Renewable thermal and waste";0,617816473595;Données Consolidées
2014-04;"Renewable thermal and waste";0,532218103217;Données Consolidées
2014-05;"Renewable thermal and waste";0,607583116075;Données Consolidées
2014-06;"Renewable thermal and waste";0,531292348289;Données Consolidées
2014-07;"Renewable thermal and waste";0,596770141244;Données Consolidées
2014-08;"Renewable thermal and waste";0,588904145109;Données Consolidées
2014-09;"Renewable thermal and waste";0,54681935572;Données Consolidées
2014-10;"Renewable thermal and waste";0,562182227613;Données Consolidées
2014-11;"Renewable thermal and waste";0,646019676643;Données Consolidées
2014-12;"Renewable thermal and waste";0,670007762376;Données Consolidées
2015-01;"Renewable thermal and waste";0,671880527741;Données Consolidées
2015-02;"Renewable thermal and waste";0,617985990029;Données Consolidées
2015-03;"Renewable thermal and waste";0,676755198209;Données Consolidées
2015-04;"Renewable thermal and waste";0,571243585832;Données Consolidées
2015-05;"Renewable thermal and waste";0,625299532673;Données Consolidées
2015-06;"Renewable thermal and waste";0,587373750828;Données Consolidées
2015-07;"Renewable thermal and waste";0,64228931539;Données Consolidées
2015-08;"Renewable thermal and waste";0,655699488697;Données Consolidées
2015-09;"Renewable thermal and waste";0,630032062652;Données Consolidées
2015-10;"Renewable thermal and waste";0,613532084185;Données Consolidées
2015-11;"Renewable thermal and waste";0,699571102105;Données Consolidées
2015-12;"Renewable thermal and waste";0,732330738628;Données Consolidées
2016-01;"Renewable thermal and waste";0,756720545339;Données Consolidées
2016-02;"Renewable thermal and waste";0,70423848651;Données Consolidées
2016-03;"Renewable thermal and waste";0,754648901005;Données Consolidées
2016-04;"Renewable thermal and waste";0,678449288401;Données Consolidées
2016-05;"Renewable thermal and waste";0,707379474526;Données Consolidées
2016-06;"Renewable thermal and waste";0,64421161937;Données Consolidées
2016-07;"Renewable thermal and waste";0,742567222168;Données Consolidées
2016-08;"Renewable thermal and waste";0,719655377471;Données Consolidées
2016-09;"Renewable thermal and waste";0,674823312338;Données Consolidées
2016-10;"Renewable thermal and waste";0,667293653501;Données Consolidées
2016-11;"Renewable thermal and waste";0,767660643912;Données Consolidées
2016-12;"Renewable thermal and waste";0,80163016314;Données Consolidées
2017-01;"Renewable thermal and waste";0,801395076534;Données Consolidées
2017-02;"Renewable thermal and waste";0,712080973213;Données Consolidées
2017-03;"Renewable thermal and waste";0,767457445528;Données Consolidées
2017-04;"Renewable thermal and waste";0,722630716262;Données Consolidées
2017-05;"Renewable thermal and waste";0,73256801597;Données Consolidées
2017-06;"Renewable thermal and waste";0,750254790517;Données Consolidées
2017-07;"Renewable thermal and waste";0,813360791275;Données Consolidées
2017-08;"Renewable thermal and waste";0,781480092109;Données Consolidées
2017-09;"Renewable thermal and waste";0,760735895582;Données Consolidées
2017-10;"Renewable thermal and waste";0,755003744197;Données Consolidées
2017-11;"Renewable thermal and waste";0,841524252896;Données Consolidées
2017-12;"Renewable thermal and waste";0,819882783334;Données Consolidées
2018-01;"Renewable thermal and waste";0,784132089676;Données Consolidées
2018-02;"Renewable thermal and waste";0,758996429669;Données Consolidées
2018-03;"Renewable thermal and waste";0,788302171756;Données Consolidées
2018-04;"Renewable thermal and waste";0,790853006175;Données Consolidées
2018-05;"Renewable thermal and waste";0,81268000924;Données Consolidées
2018-06;"Renewable thermal and waste";0,727381444149;Données Consolidées
2018-07;"Renewable thermal and waste";0,815800305188;Données Consolidées
2018-08;"Renewable thermal and waste";0,806026906496;Données Consolidées
2018-09;"Renewable thermal and waste";0,799878679723;Données Consolidées
2018-10;"Renewable thermal and waste";0,766032110777;Données Consolidées
2018-11;"Renewable thermal and waste";0,783739427479;Données Consolidées
2018-12;"Renewable thermal and waste";0,831462068663;Données Consolidées
2019-01;"Renewable thermal and waste";0,824839011534;Données Consolidées
2019-02;"Renewable thermal and waste";0,75694036229;Données Consolidées
2019-03;"Renewable thermal and waste";0,841685305073;Données Consolidées
2019-04;"Renewable thermal and waste";0,745673100562;Données Consolidées
2019-05;"Renewable thermal and waste";0,813325703241;Données Consolidées
2019-06;"Renewable thermal and waste";0,717076125493;Données Consolidées
2019-07;"Renewable thermal and waste";0,770502855406;Données Consolidées
2019-08;"Renewable thermal and waste";0,86700492674;Données Consolidées
2019-09;"Renewable thermal and waste";0,760526317792;Données Consolidées
2019-10;"Renewable thermal and waste";0,753610439214;Données Consolidées
2019-11;"Renewable thermal and waste";0,791850612379;Données Consolidées
2019-12;"Renewable thermal and waste";0,825863787765;Données Consolidées
2020-01;"Renewable thermal and waste";0,829140631929;Données Consolidées
2020-02;"Renewable thermal and waste";0,781483657859;Données Consolidées
2020-03;"Renewable thermal and waste";0,849204679439;Données Consolidées
2020-04;"Renewable thermal and waste";0,813786133326;Données Consolidées
2020-05;"Renewable thermal and waste";0,830876599164;Données Consolidées
